Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living
flowcamnet,Climacodium inter. Crocosphaera,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,crocosphaera,climacodium crocosphaera,True,True
flowcamnet,Rhabdonellidae,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonella,,rhabdonella,True,True
flowcamnet,Retaria,chromista,,,,,,,chromista,True,True
flowcamnet,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True
flowcamnet,Dinophyceae,chromista,myzozoa,dinophyceae,gonyaulacales,,,,gonyaulacales,True,True
flowcamnet,Coscinodiscaceae,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,coscinodiscaceae,,,coscinodiscaceae,True,True
flowcamnet,Planktoniella sol,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,planktoniella,sol,planktoniella sol,True,True
flowcamnet,Hemiaulus,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,hemiaulus,,hemiaulus,True,True
flowcamnet,cyano a,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True
flowcamnet,transparent_u,,,,,,,,,False,False
flowcamnet,other_living,,,,,,,,,False,True
flowcamnet,Oxytoxum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,,oxytoxum,True,True
flowcamnet,Metacylis,chromista,ciliophora,oligotrichea,choreotrichida,metacylididae,metacylis,,metacylis,True,True
flowcamnet,Eutintinnus,chromista,ciliophora,oligotrichea,choreotrichida,eutintinnidae,eutintinnus,,eutintinnus,True,True
flowcamnet,Nitzschia,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,nitzschia,,nitzschia,True,True
flowcamnet,Thalassionematales,chromista,heterokontophyta,bacillariophyceae,thalassionematales,,,,thalassionematales,True,True
flowcamnet,Codonellopsis,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,morchella,codonellopsis morchella,True,True
flowcamnet,Bacillariophyceae,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
flowcamnet,part_Ditylum,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,ditylum,,ditylum,True,True
flowcamnet,Protoperidinium,chromista,myzozoa,dinophyceae,peridiniales,protoperidiniaceae,protoperidinium,,protoperidinium,True,True
flowcamnet,Chaetoceros peruvianus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,peruvianus,chaetoceros peruvianus,True,True
flowcamnet,Dactyliosolen,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,dactyliosolen,,dactyliosolen,True,True
flowcamnet,UCYNA like,bacteria,cyanobacteria,cyanophyceae,,,,,cyanophyceae,True,True
flowcamnet,Ciliophora,chromista,ciliophora,,,,,,ciliophora,True,True
flowcamnet,Spumellaria,chromista,radiozoa,polycystina,spumellaria,,,,spumellaria,True,True
flowcamnet,Climacodium,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,,climacodium,True,True
flowcamnet,Amphorides,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,amphorides,,amphorides,True,True
flowcamnet,part_Ciliophora,chromista,ciliophora,,,,,,ciliophora,True,True
flowcamnet,chainthin,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True
flowcamnet,Odontella,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,odontella,,odontella,True,True
flowcamnet,Salpingella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,salpingella,,salpingella,True,True
flowcamnet,Rhizosolenia inter. Richelia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True
flowcamnet,Foraminifera,chromista,foraminifera,,,,,,foraminifera,True,True
planktoscope,Acantharea,chromista,radiozoa,acantharia,,,,,acantharia,True,True
planktoscope,Acantharia,chromista,radiozoa,acantharia,,,,,acantharia,True,True
planktoscope,Acartiidae,animalia,arthropoda,copepoda,calanoida,acartiidae,,,acartiidae,True,True
planktoscope,Actinommidae,chromista,radiozoa,polycystina,spumellaria,actinommidae,,,actinommidae,True,True
planktoscope,aggregate<Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True
planktoscope,aggregates,,,,,,,,,False,False
planktoscope,Amphibelone,chromista,radiozoa,acantharia,symphyacanthida,amphilithidae,amphibelone,,amphibelone,True,True
planktoscope,Amphisolenia,chromista,myzozoa,dinophyceae,dinophysales,amphisoleniaceae,amphisolenia,,amphisolenia,True,True
planktoscope,Amphorellopsis,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,amphorellopsis,,amphorellopsis,True,True
planktoscope,Amphorides<Tintinnidiidae,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,amphorides,,amphorides,True,True
planktoscope,Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
planktoscope,artefact,,,,,,,,,False,False
planktoscope,Asterionella,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,asterionella,,asterionella,True,True
planktoscope,Asterionellopsis,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,asterionellopsis,,asterionellopsis,True,True
planktoscope,Asterolamprales,chromista,heterokontophyta,bacillariophyceae,asterolamprales,,,,asterolamprales,True,True
planktoscope,Bacillaria,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,bacillaria,,bacillaria,True,True
planktoscope,Bacillariophyceae,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
planktoscope,Bacteriastrum<Chaetocerotales,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,bacteriastrum,,bacteriastrum,True,True
planktoscope,Bacteriastrum<Mediophyceae,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,bacteriastrum,,bacteriastrum,True,True
planktoscope,badfocus<artefact,,,,,,,,,False,False
planktoscope,badfocus<other,,,,,,,,,True,True
planktoscope,Bellerochea,chromista,heterokontophyta,bacillariophyceae,hemiaulales,bellerocheaceae,bellerochea,,bellerochea,True,True
planktoscope,Biddulphia,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,biddulphia,,biddulphia,True,True
planktoscope,bipinnaria,animalia,echinodermata,asteroidea,,,,,asteroidea,True,True
planktoscope,Bivalvia<Mollusca,animalia,mollusca,bivalvia,,,,,bivalvia,True,True
planktoscope,Bleakeleya notata,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,asterionella,bleakeleyi,asterionella bleakeleyi,True,True
planktoscope,Bleakeleya,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,bleakeleya,,bleakeleya,True,True
planktoscope,bubble,,,,,,,,,False,False
planktoscope,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True
planktoscope,Callimitra,chromista,radiozoa,polycystina,nassellaria,plagiacanthidae,callimitra,,callimitra,True,True
planktoscope,Calocalanus,animalia,arthropoda,copepoda,calanoida,paracalanidae,calocalanus,,calocalanus,True,True
planktoscope,Centropages,animalia,arthropoda,copepoda,calanoida,centropagidae,centropages,,centropages,True,True
planktoscope,Centropagidae,animalia,arthropoda,copepoda,calanoida,centropagidae,,,centropagidae,True,True
planktoscope,Cerataulina,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,cerataulina,,cerataulina,True,True
planktoscope,Ceratocorys horrida,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,horrida,ceratocorys horrida,True,True
planktoscope,Ceratocorys,chromista,myzozoa,dinophyceae,gonyaulacales,ceratocoryaceae,ceratocorys,,ceratocorys,True,True
planktoscope,Chaetoceros affinis,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,affinis,chaetoceros affinis,True,True
planktoscope,Chaetoceros dadayi,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,dadayi,chaetoceros dadayi,True,True
planktoscope,Chaetoceros danicus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,danicus,chaetoceros danicus,True,True
planktoscope,Chaetoceros inter epibiont,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True
planktoscope,Chaetoceros peruvianus,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,peruvianus,chaetoceros peruvianus,True,True
planktoscope,Chaetoceros<Mediophyceae,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True
planktoscope,Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
planktoscope,Challengeron,chromista,cercozoa,thecofilosea,phaeogromida,challengeridae,challengeron,,challengeron,True,True
planktoscope,Ciliophora,chromista,ciliophora,,,,,,ciliophora,True,True
planktoscope,Cladopyxis,chromista,myzozoa,dinophyceae,gonyaulacales,cladopyxidaceae,cladopyxis,,cladopyxis,True,True
planktoscope,Climacocylis,chromista,ciliophora,oligotrichea,choreotrichida,metacylididae,climacocylis,,climacocylis,True,True
planktoscope,Climacodium,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,climacodium,,climacodium,True,True
planktoscope,Climacosphenia,chromista,heterokontophyta,bacillariophyceae,climacospheniales,climacospheniaceae,climacosphenia,,climacosphenia,True,True
planktoscope,Coccodiscidae,chromista,radiozoa,polycystina,spumellaria,coccodiscidae,,,coccodiscidae,True,True
planktoscope,Codonaria,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonaria,,codonaria,True,True
planktoscope,Codonella amphorella,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonella,amphorella,codonella amphorella,True,True
planktoscope,Codonella,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,codonella,,codonella,True,True
planktoscope,Codonellopsis orthoceras,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,orthoceras,codonellopsis orthoceras,True,True
planktoscope,Codonellopsis<Tintinnidiidae,chromista,ciliophora,oligotrichea,choreotrichida,codonellopsidae,codonellopsis,,codonellopsis,True,True
planktoscope,Collozoum,chromista,radiozoa,polycystina,nassellaria,collozoidae,collozoum,,collozoum,True,True
planktoscope,Copepoda<Maxillopoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
planktoscope,copepoda-cut,animalia,arthropoda,copepoda,,,,,copepoda,True,True
planktoscope,Corethron,chromista,heterokontophyta,bacillariophyceae,corethrales,corethraceae,corethron,,corethron,True,True
planktoscope,Corycaeidae,animalia,arthropoda,copepoda,cyclopoida,corycaeidae,,,corycaeidae,True,True
planktoscope,Corythodinium constrictum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,constrictum,corythodinium constrictum,True,True
planktoscope,Corythodinium tesselatum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,tesselatum,corythodinium tesselatum,True,True
planktoscope,Corythodinium,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,corythodinium,,corythodinium,True,True
planktoscope,Coscinodiscophycidae,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
planktoscope,cristal,,,,,,,,,False,False
planktoscope,crumple sphere,,,,,,,,,True,True
planktoscope,Cyanobacteria<Bacteria,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True
planktoscope,cylindrotheca+nitzschia,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,,,bacillariaceae,True,True
planktoscope,Cystidium,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
planktoscope,Cyttarocylis,chromista,ciliophora,oligotrichea,choreotrichida,cyttarocylididae,cyttarocylis,,cyttarocylis,True,True
planktoscope,dactyliosolen guinardia mix,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True
planktoscope,Dadayiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,dadayiella,,dadayiella,True,True
planktoscope,dark<detritus,,,,,,,,,False,False
planktoscope,dark<sphere,,,,,,,,,True,True
planktoscope,detritus,,,,,,,,,False,False
planktoscope,Dictyocha,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,dictyocha,,dictyocha,True,True
planktoscope,Dictyocysta,chromista,ciliophora,oligotrichea,choreotrichida,dictyocystidae,dictyocysta,,dictyocysta,True,True
planktoscope,Dinobryon,chromista,ochrophyta,chrysophyceae,chromulinales,dinobryaceae,dinobryon,,dinobryon,True,True
planktoscope,Dinophyceae,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True
planktoscope,Dinophysis caudata<Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,caudata,dinophysis caudata,True,True
planktoscope,Dinophysis tripos,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,tripos,dinophysis tripos,True,True
planktoscope,Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True
planktoscope,Ditylum,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,ditylum,,ditylum,True,True
planktoscope,Doliolida,animalia,chordata,thaliacea,doliolida,,,,doliolida,True,True
planktoscope,dry,,,,,,,,,False,False
planktoscope,echinopluteus,animalia,echinodermata,echinoidea,,,,,echinoidea,True,True
planktoscope,egg sac<egg,,,,,,,,,True,True
planktoscope,egg<other,,,,,,,,,True,True
planktoscope,Entomoneis,chromista,heterokontophyta,bacillariophyceae,surirellales,entomoneidaceae,entomoneis,,entomoneis,True,True
planktoscope,Epicancella,chromista,ciliophora,oligotrichea,choreotrichida,epiplocylididae,epicancella,,epicancella,True,True
planktoscope,Epiplocylis,chromista,ciliophora,oligotrichea,choreotrichida,epiplocylididae,epiplocylis,,epiplocylis,True,True
planktoscope,Ethmodiscus gazellae,chromista,heterokontophyta,bacillariophyceae,ethmodiscales,ethmodiscaceae,ethmodiscus,gazellae,ethmodiscus gazellae,True,True
planktoscope,Eucampia cornuta,chromista,heterokontophyta,bacillariophyceae,bacillariophyceae,bacillariophyceae,neomoelleria,cornuta,neomoelleria cornuta,True,True
planktoscope,Eucampia,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,eucampia,,eucampia,True,True
planktoscope,Euphysetta,chromista,cercozoa,thecofilosea,phaeogromida,medusettidae,euphysetta,,euphysetta,True,True
planktoscope,Euterpina,animalia,arthropoda,copepoda,harpacticoida,tachidiidae,euterpina,,euterpina,True,True
planktoscope,Eutintinnus,chromista,ciliophora,oligotrichea,choreotrichida,eutintinnidae,eutintinnus,,eutintinnus,True,True
planktoscope,Evadne,animalia,arthropoda,branchiopoda,onychopoda,podonidae,evadne,,evadne,True,True
planktoscope,Favella,animalia,arthropoda,ostracoda,podocopida,hemicytheridae,favella,,favella,True,True
planktoscope,fecal pellets,,,,,,,,,False,False
planktoscope,fiber<detritus,,,,,,,,,False,False
planktoscope,fiber<plastic,,,,,,,,,False,False
planktoscope,Foraminifera,chromista,foraminifera,,,,,,foraminifera,True,True
planktoscope,Fragilariaceae,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,,,fragilariaceae,True,True
planktoscope,Fritillariidae,animalia,chordata,appendicularia,copelata,fritillariidae,,,fritillariidae,True,True
planktoscope,frustule,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
planktoscope,Gastropoda<Mollusca,animalia,mollusca,gastropoda,,,,,gastropoda,True,True
planktoscope,ghost,,,,,,,,,False,False
planktoscope,Gossleriella,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,gossleriellaceae,gossleriella,,gossleriella,True,True
planktoscope,Guinardia flaccida,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,guinardia,flaccida,guinardia flaccida,True,True
planktoscope,Gyrodinium,chromista,myzozoa,dinophyceae,gymnodiniales,gyrodiniaceae,gyrodinium,,gyrodinium,True,True
planktoscope,Halosphaera,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,halosphaera,,halosphaera,True,True
planktoscope,Harpacticoida,animalia,arthropoda,copepoda,harpacticoida,,,,harpacticoida,True,True
planktoscope,head<Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
planktoscope,Helicotheca tamesis,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,helicotheca,tamesis,helicotheca tamesis,True,True
planktoscope,Hemiaulus,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,hemiaulus,,hemiaulus,True,True
planktoscope,Hemidiscus,chromista,heterokontophyta,bacillariophyceae,coscinodiscales,hemidiscaceae,hemidiscus,,hemidiscus,True,True
planktoscope,Isthmia,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,isthmia,,isthmia,True,True
planktoscope,larvae<Annelida,animalia,annelida,,,,,,annelida,True,True
planktoscope,larvae<Gastropoda,animalia,mollusca,gastropoda,,,,,gastropoda,True,True
planktoscope,Lauderia,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,lauderiaceae,lauderia,,lauderia,True,True
planktoscope,Leprotintinnus,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidiidae,leprotintinnus,,leprotintinnus,True,True
planktoscope,Leptocylindrus mediterraneus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,mediterraneus,leptocylindrus mediterraneus,True,True
planktoscope,Leptocylindrus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,,leptocylindrus,True,True
planktoscope,Licmophora,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True
planktoscope,light<detritus,,,,,,,,,False,False
planktoscope,Lioloma,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,lioloma,,lioloma,True,True
planktoscope,Lithodesmium,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,lithodesmium,,lithodesmium,True,True
planktoscope,Lithoptera,chromista,radiozoa,acantharia,acantharia,,,,acantharia,True,True
planktoscope,Mastogloia,chromista,heterokontophyta,bacillariophyceae,mastogloiales,mastogloiaceae,mastogloia,,mastogloia,True,True
planktoscope,Mediopyxis,chromista,heterokontophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,mediopyxis,,mediopyxis,True,True
planktoscope,Microsetella,animalia,arthropoda,copepoda,harpacticoida,ectinosomatidae,microsetella,,microsetella,True,True
planktoscope,molt,,,,,,,,,False,False
planktoscope,moving,,,,,,,,,False,False
planktoscope,multiple bacillariophyceae,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
planktoscope,multiple<other,,,,,,,,,True,True
planktoscope,Nassellaria<Polycystinea,chromista,radiozoa,polycystina,nassellaria,,,,nassellaria,True,True
planktoscope,nauplii<Cirripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
planktoscope,nauplii<Copepoda,animalia,arthropoda,copepoda,,,,,copepoda,True,True
planktoscope,nauplii<Temora,animalia,arthropoda,copepoda,calanoida,temoridae,temora,,temora,True,True
planktoscope,Naviculales,chromista,heterokontophyta,bacillariophyceae,naviculales,,,,naviculales,True,True
planktoscope,Nematoda,animalia,nematoda,,,,,,nematoda,True,True
planktoscope,Neocalyptrella,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,neocalyptrella,,neocalyptrella,True,True
planktoscope,Neoceratium arietinum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arietinus,tripos arietinus,True,True
planktoscope,Neoceratium azoricum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,azoricus,tripos azoricus,True,True
planktoscope,Neoceratium belone,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,belone,tripos belone,True,True
planktoscope,Neoceratium breve,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,brevis,tripos brevis,True,True
planktoscope,Neoceratium candelabrum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,candelabrum,tripos candelabrum,True,True
planktoscope,Neoceratium contortum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,contortus,tripos contortus,True,True
planktoscope,Neoceratium declinatum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,declinatus,tripos declinatus,True,True
planktoscope,Neoceratium extensum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,extensus,tripos extensus,True,True
planktoscope,neoceratium falcatum inflatum mix,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True
planktoscope,Neoceratium furca<Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True
planktoscope,Neoceratium fusus<Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,fusus,tripos fusus,True,True
planktoscope,Neoceratium geniculatum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,geniculatus,tripos geniculatus,True,True
planktoscope,neoceratium gibberum concilians mix,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True
planktoscope,Neoceratium gravidum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,gravidum,tripos gravidum,True,True
planktoscope,Neoceratium hexacanthum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,hexacanthus,tripos hexacanthus,True,True
planktoscope,Neoceratium incisum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,incisus,tripos incisus,True,True
planktoscope,Neoceratium limulus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,limulus,tripos limulus,True,True
planktoscope,Neoceratium lineatum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,lineatus,tripos lineatus,True,True
planktoscope,Neoceratium macroceros,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,macroceros,tripos macroceros,True,True
planktoscope,Neoceratium massiliense,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,massiliensis,tripos massiliensis,True,True
planktoscope,Neoceratium paradoxides,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,paradoxides,tripos paradoxides,True,True
planktoscope,Neoceratium pentagonum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,pentagonus,tripos pentagonus,True,True
planktoscope,Neoceratium petersii,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,petersii,tripos petersii,True,True
planktoscope,Neoceratium platycorne,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,platycornis,tripos platycornis,True,True
planktoscope,Neoceratium praeolongum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,ceratium,gravidum,ceratium gravidum,True,True
planktoscope,Neoceratium pulchellum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,pulchellus,tripos pulchellus,True,True
planktoscope,Neoceratium ranipes,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,ranipes,tripos ranipes,True,True
planktoscope,Neoceratium symmetricum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,symmetricus,tripos symmetricus,True,True
planktoscope,Neoceratium teres,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,teres,tripos teres,True,True
planktoscope,Neoceratium trichoceros,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,trichoceros,tripos trichoceros,True,True
planktoscope,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True
planktoscope,Octactis,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,octactis,,octactis,True,True
planktoscope,Odontella mobiliensis,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,odontella,mobiliensis,odontella mobiliensis,True,True
planktoscope,Odontella sinensis<Odontella,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,odontella,sinensis,odontella sinensis,True,True
planktoscope,Odontella<Mediophyceae,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,odontella,,odontella,True,True
planktoscope,Oikopleuridae,animalia,chordata,appendicularia,copelata,oikopleuridae,,,oikopleuridae,True,True
planktoscope,Oithonidae,animalia,arthropoda,copepoda,cyclopoida,oithonidae,,,oithonidae,True,True
planktoscope,Oncaeidae,animalia,arthropoda,copepoda,cyclopoida,oncaeidae,,,oncaeidae,True,True
planktoscope,ophiopluteus,animalia,echinodermata,ophiuroidea,,,,,ophiuroidea,True,True
planktoscope,Ornithocercus magnificus<Ornithocercus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,magnificus,ornithocercus magnificus,True,True
planktoscope,Ornithocercus quadratus<Ornithocercus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,quadratus,ornithocercus quadratus,True,True
planktoscope,Ornithocercus splendidus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,splendidus,ornithocercus splendidus,True,True
planktoscope,Ornithocercus steinii,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,steinii,ornithocercus steinii,True,True
planktoscope,Ornithocercus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,ornithocercus,,ornithocercus,True,True
planktoscope,Ostracoda,animalia,arthropoda,ostracoda,,,,,ostracoda,True,True
planktoscope,other<living,,,,,,,,,True,True
planktoscope,othertocheck,,,,,,,,,True,True
planktoscope,Oxytoxum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,,oxytoxum,True,True
planktoscope,Parafavella,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,parafavella,,parafavella,True,True
planktoscope,part<Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
planktoscope,part<Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True
planktoscope,part<Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,neoceratium,,neoceratium,True,True
planktoscope,Parundella<Xystonellidae,chromista,ciliophora,oligotrichea,choreotrichida,undellidae,parundella,,parundella,True,True
planktoscope,Pediastrum,plantae,chlorophyta,chlorophyceae,sphaeropleales,hydrodictyaceae,pediastrum,,pediastrum,True,True
planktoscope,Penilia,animalia,arthropoda,branchiopoda,ctenopoda,sididae,penilia,,penilia,True,True
planktoscope,Phaeocystis,chromista,haptophyta,coccolithophyceae,phaeocystales,phaeocystaceae,phaeocystis,,phaeocystis,True,True
planktoscope,Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True
planktoscope,Phalacroma,chromista,myzozoa,dinophyceae,dinophysales,oxyphysaceae,phalacroma,,phalacroma,True,True
planktoscope,Plagiacanthidae,chromista,radiozoa,polycystina,nassellaria,plagiacanthidae,,,plagiacanthidae,True,True
planktoscope,Planktoniella sol,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,planktoniella,sol,planktoniella sol,True,True
